ts_ms,received_ts_ms,window_slug,outcome,tick_type,price,size,side,best_bid,best_ask,timestamp
1774125178763,1774125178828,btc-updown-15m-1774125000,Down,trade,0.31,26.0,,0.3,0.31,2026-03-21 20:32:58.763
1774125179145,1774125179210,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:32:59.145
1774125179177,1774125179242,btc-updown-15m-1774125000,Down,trade,0.31,3.225805,,0.3,0.31,2026-03-21 20:32:59.177
1774125179196,1774125179261,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:32:59.196
1774125179319,1774125179384,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:32:59.319
1774125179349,1774125179415,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:32:59.349
1774125179350,1774125179413,btc-updown-15m-1774125000,Down,trade,0.31,6.0,,0.3,0.31,2026-03-21 20:32:59.350
1774125179379,1774125179451,btc-updown-15m-1774125000,Down,trade,0.31,5.0,,0.3,0.31,2026-03-21 20:32:59.379
1774125180048,1774125180118,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.048
1774125180438,1774125180536,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.438
1774125180452,1774125180549,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.452
1774125180468,1774125180564,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.468
1774125180474,1774125180538,btc-updown-15m-1774125000,Down,trade,0.3,1.2,,0.3,0.31,2026-03-21 20:33:00.474
1774125180485,1774125180549,btc-updown-15m-1774125000,Down,trade,0.3,1.2,,0.3,0.31,2026-03-21 20:33:00.485
1774125180493,1774125180583,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.493
1774125180507,1774125180614,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.507
1774125180523,1774125180585,btc-updown-15m-1774125000,Down,trade,0.3,1.2,,0.3,0.31,2026-03-21 20:33:00.523
1774125180554,1774125180656,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.554
1774125180585,1774125180649,btc-updown-15m-1774125000,Down,trade,0.3,1.2,,0.3,0.31,2026-03-21 20:33:00.585
1774125180593,1774125180738,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.593
1774125180599,1774125180743,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.599
1774125180602,1774125180750,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.602
1774125180606,1774125180755,btc-updown-15m-1774125000,Down,book,,,,0.3,0.31,2026-03-21 20:33:00.606
1774125180609,1774125180757,btc-updown-15m-1774125000,Down,book,,,,0.3,0.32,2026-03-21 20:33:00.609
1774125180615,1774125180766,btc-updown-15m-1774125000,Down,book,,,,0.3,0.32,2026-03-21 20:33:00.615
1774125180625,1774125180775,btc-updown-15m-1774125000,Down,book,,,,0.3,0.35,2026-03-21 20:33:00.625
1774125180629,1774125180696,btc-updown-15m-1774125000,Down,trade,0.31,25.0,,0.3,0.31,2026-03-21 20:33:00.629
1774125180629,1774125180777,btc-updown-15m-1774125000,Down,book,,,,0.3,0.35,2026-03-21 20:33:00.629
1774125180630,1774125180696,btc-updown-15m-1774125000,Down,trade,0.31,73.0,,0.3,0.31,2026-03-21 20:33:00.630
1774125180632,1774125180711,btc-updown-15m-1774125000,Down,trade,0.31,25.0,,0.3,0.31,2026-03-21 20:33:00.632
1774125180639,1774125180784,btc-updown-15m-1774125000,Down,book,,,,0.3,0.35,2026-03-21 20:33:00.639
1774125180644,1774125180717,btc-updown-15m-1774125000,Down,trade,0.31,12.0,,0.3,0.31,2026-03-21 20:33:00.644
1774125180646,1774125180790,btc-updown-15m-1774125000,Down,book,,,,0.3,0.35,2026-03-21 20:33:00.646
1774125180649,1774125180723,btc-updown-15m-1774125000,Down,trade,0.32,13.97,,0.3,0.31,2026-03-21 20:33:00.649
1774125180654,1774125180723,btc-updown-15m-1774125000,Down,trade,0.31,11.52,,0.3,0.31,2026-03-21 20:33:00.654
1774125180661,1774125180814,btc-updown-15m-1774125000,Down,book,,,,0.31,0.37,2026-03-21 20:33:00.661
1774125180662,1774125180726,btc-updown-15m-1774125000,Down,trade,0.35,17.0,,0.3,0.31,2026-03-21 20:33:00.662
1774125180666,1774125180734,btc-updown-15m-1774125000,Down,trade,0.33,61.92,,0.3,0.31,2026-03-21 20:33:00.666
1774125180685,1774125180749,btc-updown-15m-1774125000,Down,trade,0.35,39.62857,,0.3,0.31,2026-03-21 20:33:00.685
1774125180685,1774125180750,btc-updown-15m-1774125000,Down,trade,0.35,8.542856,,0.3,0.31,2026-03-21 20:33:00.685
1774125180707,1774125180773,btc-updown-15m-1774125000,Down,trade,0.35,13.46,,0.3,0.32,2026-03-21 20:33:00.707
1774125180725,1774125180843,btc-updown-15m-1774125000,Down,book,,,,0.35,0.38,2026-03-21 20:33:00.725
1774125180741,1774125180809,btc-updown-15m-1774125000,Down,trade,0.37,21.272367,,0.3,0.35,2026-03-21 20:33:00.741
1774125180784,1774125180916,btc-updown-15m-1774125000,Down,book,,,,0.33,0.38,2026-03-21 20:33:00.784
1774125180944,1774125181167,btc-updown-15m-1774125000,Down,book,,,,0.37,0.39,2026-03-21 20:33:00.944
1774125180960,1774125181193,btc-updown-15m-1774125000,Down,book,,,,0.37,0.39,2026-03-21 20:33:00.960
1774125180975,1774125181200,btc-updown-15m-1774125000,Down,book,,,,0.37,0.39,2026-03-21 20:33:00.975
1774125180983,1774125181051,btc-updown-15m-1774125000,Down,trade,0.38,26.0,,0.33,0.38,2026-03-21 20:33:00.983
1774125180999,1774125181063,btc-updown-15m-1774125000,Down,trade,0.39,36.923075,,0.33,0.38,2026-03-21 20:33:00.999
1774125181007,1774125181070,btc-updown-15m-1774125000,Down,trade,0.39,10.0,,0.33,0.38,2026-03-21 20:33:01.007
1774125181061,1774125181278,btc-updown-15m-1774125000,Down,book,,,,0.37,0.39,2026-03-21 20:33:01.061
1774125181087,1774125181303,btc-updown-15m-1774125000,Down,book,,,,0.37,0.39,2026-03-21 20:33:01.087
1774125181184,1774125181247,btc-updown-15m-1774125000,Down,trade,0.39,14.0,,0.37,0.39,2026-03-21 20:33:01.184
1774125181218,1774125181385,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:01.218
1774125181286,1774125181417,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:01.286
1774125181314,1774125181457,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:01.314
1774125181472,1774125181542,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:01.472
1774125181480,1774125181545,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:01.480
1774125181625,1774125181716,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:01.625
1774125181635,1774125181724,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:01.635
1774125181724,1774125181788,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:01.724
1774125181808,1774125181871,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:01.808
1774125181818,1774125181881,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:01.818
1774125181838,1774125181904,btc-updown-15m-1774125000,Down,trade,0.4,2.5,,0.39,0.4,2026-03-21 20:33:01.838
1774125182111,1774125182175,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:02.111
1774125182145,1774125182208,btc-updown-15m-1774125000,Down,trade,0.4,5.14,,0.39,0.4,2026-03-21 20:33:02.145
1774125182171,1774125182235,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:02.171
1774125182206,1774125182269,btc-updown-15m-1774125000,Down,trade,0.4,2.75,,0.39,0.4,2026-03-21 20:33:02.206
1774125182322,1774125182388,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:02.322
1774125182432,1774125182496,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:02.432
1774125182467,1774125182530,btc-updown-15m-1774125000,Down,trade,0.4,12.5,,0.39,0.4,2026-03-21 20:33:02.467
1774125182494,1774125182562,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:02.494
1774125182776,1774125182849,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:02.776
1774125182809,1774125182883,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:02.809
1774125182810,1774125182877,btc-updown-15m-1774125000,Down,trade,0.39,2.564101,,0.38,0.39,2026-03-21 20:33:02.810
1774125182831,1774125182901,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:02.831
1774125182865,1774125182940,btc-updown-15m-1774125000,Down,trade,0.4,95.56075,,0.38,0.39,2026-03-21 20:33:02.865
1774125182885,1774125182950,btc-updown-15m-1774125000,Down,book,,,,0.38,0.39,2026-03-21 20:33:02.885
1774125182900,1774125182963,btc-updown-15m-1774125000,Down,trade,0.38,0.38,,0.38,0.39,2026-03-21 20:33:02.900
1774125182909,1774125182973,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:02.909
1774125183045,1774125183114,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.045
1774125183076,1774125183145,btc-updown-15m-1774125000,Down,trade,0.39,11.6,,0.39,0.4,2026-03-21 20:33:03.076
1774125183081,1774125183147,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.081
1774125183117,1774125183180,btc-updown-15m-1774125000,Down,trade,0.39,5.0,,0.39,0.4,2026-03-21 20:33:03.117
1774125183166,1774125183231,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.166
1774125183197,1774125183259,btc-updown-15m-1774125000,Down,trade,0.39,0.12,,0.39,0.4,2026-03-21 20:33:03.197
1774125183385,1774125183450,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.385
1774125183681,1774125183747,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.681
1774125183891,1774125183956,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:03.891
1774125183925,1774125183989,btc-updown-15m-1774125000,Down,trade,0.4,4.95,,0.39,0.4,2026-03-21 20:33:03.925
1774125184016,1774125184080,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.016
1774125184062,1774125184138,btc-updown-15m-1774125000,Down,trade,0.4,4.275,,0.39,0.4,2026-03-21 20:33:04.062
1774125184101,1774125184166,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.101
1774125184118,1774125184181,btc-updown-15m-1774125000,Down,trade,0.39,0.18,,0.39,0.4,2026-03-21 20:33:04.118
1774125184136,1774125184201,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.136
1774125184143,1774125184209,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.143
1774125184171,1774125184240,btc-updown-15m-1774125000,Down,trade,0.4,25.0,,0.39,0.4,2026-03-21 20:33:04.171
1774125184183,1774125184245,btc-updown-15m-1774125000,Down,trade,0.4,20.0,,0.39,0.4,2026-03-21 20:33:04.183
1774125184199,1774125184265,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.199
1774125184237,1774125184302,btc-updown-15m-1774125000,Down,book,,,,0.39,0.4,2026-03-21 20:33:04.237
1774125184265,1774125184334,btc-updown-15m-1774125000,Down,book,,,,0.39,0.41,2026-03-21 20:33:04.265
1774125184276,1774125184341,btc-updown-15m-1774125000,Down,book,,,,0.4,0.41,2026-03-21 20:33:04.276
1774125184296,1774125184361,btc-updown-15m-1774125000,Down,trade,0.4,62.43,,0.4,0.41,2026-03-21 20:33:04.296
1774125184301,1774125184366,btc-updown-15m-1774125000,Down,book,,,,0.4,0.41,2026-03-21 20:33:04.301
1774125184331,1774125184396,btc-updown-15m-1774125000,Down,book,,,,0.4,0.41,2026-03-21 20:33:04.331
1774125184352,1774125184415,btc-updown-15m-1774125000,Down,trade,0.4,0.32,,0.4,0.41,2026-03-21 20:33:04.352
1774125184387,1774125184449,btc-updown-15m-1774125000,Down,trade,0.41,5.12,,0.4,0.41,2026-03-21 20:33:04.387
1774125184676,1774125184741,btc-updown-15m-1774125000,Down,book,,,,0.4,0.41,2026-03-21 20:33:04.676
1774125184699,1774125184767,btc-updown-15m-1774125000,Down,book,,,,0.4,0.41,2026-03-21 20:33:04.699
1774125185119,1774125185252,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.119
1774125185179,1774125185242,btc-updown-15m-1774125000,Down,trade,0.42,135.0,,0.4,0.41,2026-03-21 20:33:05.179
1774125185183,1774125185273,btc-updown-15m-1774125000,Down,book,,,,0.41,0.43,2026-03-21 20:33:05.183
1774125185222,1774125185286,btc-updown-15m-1774125000,Down,book,,,,0.41,0.43,2026-03-21 20:33:05.222
1774125185236,1774125185302,btc-updown-15m-1774125000,Down,trade,0.42,15.0,,0.41,0.43,2026-03-21 20:33:05.236
1774125185236,1774125185302,btc-updown-15m-1774125000,Down,trade,0.43,15.0,,0.41,0.43,2026-03-21 20:33:05.236
1774125185271,1774125185335,btc-updown-15m-1774125000,Down,book,,,,0.41,0.43,2026-03-21 20:33:05.271
1774125185285,1774125185349,btc-updown-15m-1774125000,Down,trade,0.43,18.418603,,0.41,0.43,2026-03-21 20:33:05.285
1774125185327,1774125185390,btc-updown-15m-1774125000,Down,book,,,,0.41,0.43,2026-03-21 20:33:05.327
1774125185356,1774125185426,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.356
1774125185360,1774125185429,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.360
1774125185372,1774125185440,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.372
1774125185389,1774125185452,btc-updown-15m-1774125000,Down,trade,0.42,15.0,,0.41,0.42,2026-03-21 20:33:05.389
1774125185393,1774125185457,btc-updown-15m-1774125000,Down,trade,0.41,0.17,,0.41,0.42,2026-03-21 20:33:05.393
1774125185401,1774125185464,btc-updown-15m-1774125000,Down,trade,0.41,0.33,,0.41,0.42,2026-03-21 20:33:05.401
1774125185409,1774125185472,btc-updown-15m-1774125000,Down,trade,0.42,29.333332,,0.41,0.42,2026-03-21 20:33:05.409
1774125185441,1774125185511,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.441
1774125185444,1774125185513,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.444
1774125185472,1774125185535,btc-updown-15m-1774125000,Down,trade,0.42,8.166665,,0.41,0.42,2026-03-21 20:33:05.472
1774125185506,1774125185570,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.506
1774125185658,1774125185731,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.658
1774125185685,1774125185769,btc-updown-15m-1774125000,Down,trade,0.42,5.0,,0.41,0.42,2026-03-21 20:33:05.685
1774125185744,1774125185807,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.744
1774125185776,1774125185839,btc-updown-15m-1774125000,Down,trade,0.42,11.90476,,0.41,0.42,2026-03-21 20:33:05.776
1774125185781,1774125185846,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:05.781
1774125185811,1774125185890,btc-updown-15m-1774125000,Down,trade,0.41,11.6,,0.41,0.42,2026-03-21 20:33:05.811
1774125186108,1774125186185,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.108
1774125186116,1774125186197,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.116
1774125186123,1774125186204,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.123
1774125186142,1774125186205,btc-updown-15m-1774125000,Down,trade,0.42,2.952379,,0.41,0.42,2026-03-21 20:33:06.142
1774125186155,1774125186220,btc-updown-15m-1774125000,Down,trade,0.41,6.42,,0.41,0.42,2026-03-21 20:33:06.155
1774125186161,1774125186227,btc-updown-15m-1774125000,Down,trade,0.41,0.36,,0.41,0.42,2026-03-21 20:33:06.161
1774125186245,1774125186311,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.245
1774125186277,1774125186344,btc-updown-15m-1774125000,Down,trade,0.41,6.3,,0.41,0.42,2026-03-21 20:33:06.277
1774125186373,1774125186437,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.373
1774125186387,1774125186452,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.387
1774125186406,1774125186476,btc-updown-15m-1774125000,Down,trade,0.42,15.0,,0.41,0.42,2026-03-21 20:33:06.406
1774125186560,1774125186624,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.560
1774125186591,1774125186657,btc-updown-15m-1774125000,Down,trade,0.42,6.738094,,0.41,0.42,2026-03-21 20:33:06.591
1774125186675,1774125186739,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.675
1774125186710,1774125186773,btc-updown-15m-1774125000,Down,trade,0.42,6.809522,,0.41,0.42,2026-03-21 20:33:06.710
1774125186832,1774125186897,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.832
1774125186867,1774125186930,btc-updown-15m-1774125000,Down,trade,0.41,5.0,,0.41,0.42,2026-03-21 20:33:06.867
1774125186981,1774125187046,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:06.981
1774125187297,1774125187368,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:07.297
1774125187962,1774125188026,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:07.962
1774125187991,1774125188054,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:07.991
1774125188062,1774125188137,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:08.062
1774125188124,1774125188187,btc-updown-15m-1774125000,Down,trade,0.42,7.833332,,0.41,0.42,2026-03-21 20:33:08.124
1774125188662,1774125188726,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:08.662
1774125189058,1774125189123,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:09.058
1774125189091,1774125189155,btc-updown-15m-1774125000,Down,trade,0.42,11.785713,,0.41,0.42,2026-03-21 20:33:09.091
1774125189883,1774125189947,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:09.883
1774125189910,1774125189973,btc-updown-15m-1774125000,Down,trade,0.41,5.0,,0.41,0.42,2026-03-21 20:33:09.910
1774125190351,1774125190421,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:10.351
1774125190723,1774125190790,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:10.723
1774125190755,1774125190818,btc-updown-15m-1774125000,Down,trade,0.41,98.25,,0.41,0.42,2026-03-21 20:33:10.755
1774125193287,1774125193350,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:13.287
1774125193294,1774125193359,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:13.294
1774125193302,1774125193366,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:13.302
1774125193315,1774125193378,btc-updown-15m-1774125000,Down,trade,0.42,12.0,,0.41,0.42,2026-03-21 20:33:13.315
1774125193319,1774125193382,btc-updown-15m-1774125000,Down,trade,0.42,16.761903,,0.41,0.42,2026-03-21 20:33:13.319
1774125193332,1774125193396,btc-updown-15m-1774125000,Down,trade,0.42,4.285713,,0.41,0.42,2026-03-21 20:33:13.332
1774125193352,1774125193415,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:13.352
1774125193365,1774125193429,btc-updown-15m-1774125000,Down,trade,0.42,12.0,,0.41,0.42,2026-03-21 20:33:13.365
1774125193479,1774125193542,btc-updown-15m-1774125000,Down,book,,,,0.41,0.43,2026-03-21 20:33:13.479
1774125193507,1774125193571,btc-updown-15m-1774125000,Down,trade,0.42,11.693952,,0.41,0.43,2026-03-21 20:33:13.507
1774125194195,1774125194260,btc-updown-15m-1774125000,Down,book,,,,0.41,0.42,2026-03-21 20:33:14.195
1774125194223,1774125194286,btc-updown-15m-1774125000,Down,trade,0.41,2.53,,0.41,0.42,2026-03-21 20:33:14.223
1774125195417,1774125195482,btc-updown-15m-1774125000,Down,book,,,,0.42,0.43,2026-03-21 20:33:15.417
1774125198244,1774125198308,btc-updown-15m-1774125000,Down,book,,,,0.42,0.43,2026-03-21 20:33:18.244
1774125198275,1774125198338,btc-updown-15m-1774125000,Down,trade,0.42,48.57,,0.42,0.43,2026-03-21 20:33:18.275
1774125198557,1774125198622,btc-updown-15m-1774125000,Down,book,,,,0.42,0.43,2026-03-21 20:33:18.557
1774125198590,1774125198654,btc-updown-15m-1774125000,Down,trade,0.43,2.32558,,0.42,0.43,2026-03-21 20:33:18.590
1774125198769,1774125198833,btc-updown-15m-1774125000,Down,book,,,,0.42,0.43,2026-03-21 20:33:18.769
1774125200064,1774125200351,btc-updown-15m-1774125000,Down,book,,,,0.39,0.42,2026-03-21 20:33:20.064
1774125200084,1774125200351,btc-updown-15m-1774125000,Down,book,,,,0.39,0.42,2026-03-21 20:33:20.084
1774125200104,1774125200351,btc-updown-15m-1774125000,Down,book,,,,0.39,0.42,2026-03-21 20:33:20.104
1774125200130,1774125200351,btc-updown-15m-1774125000,Down,book,,,,0.38,0.4,2026-03-21 20:33:20.130
1774125200163,1774125200351,btc-updown-15m-1774125000,Down,trade,0.38,25.0,,0.39,0.42,2026-03-21 20:33:20.163
1774125200165,1774125200352,btc-updown-15m-1774125000,Down,book,,,,0.37,0.4,2026-03-21 20:33:20.165
1774125200188,1774125200353,btc-updown-15m-1774125000,Down,book,,,,0.36,0.39,2026-03-21 20:33:20.188
1774125200218,1774125200352,btc-updown-15m-1774125000,Down,trade,0.37,20.31,,0.37,0.4,2026-03-21 20:33:20.218
1774125200241,1774125200369,btc-updown-15m-1774125000,Down,book,,,,0.34,0.38,2026-03-21 20:33:20.241
1774125200280,1774125200353,btc-updown-15m-1774125000,Down,trade,0.35,28.05,,0.36,0.39,2026-03-21 20:33:20.280
1774125200591,1774125200671,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:20.591
1774125200629,1774125200692,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:20.629
1774125200659,1774125200722,btc-updown-15m-1774125000,Down,trade,0.36,32.222221,,0.35,0.36,2026-03-21 20:33:20.659
1774125200751,1774125200814,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:20.751
1774125200780,1774125200843,btc-updown-15m-1774125000,Down,trade,0.35,0.47,,0.35,0.36,2026-03-21 20:33:20.780
1774125200847,1774125200912,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:20.847
1774125200855,1774125200923,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:20.855
1774125201243,1774125201309,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:21.243
1774125201274,1774125201337,btc-updown-15m-1774125000,Down,trade,0.36,38.0,,0.35,0.36,2026-03-21 20:33:21.274
1774125201327,1774125201392,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:21.327
1774125201358,1774125201420,btc-updown-15m-1774125000,Down,trade,0.35,0.58,,0.35,0.36,2026-03-21 20:33:21.358
1774125201650,1774125201714,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:21.650
1774125201698,1774125201762,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:21.698
1774125201728,1774125201791,btc-updown-15m-1774125000,Down,trade,0.36,8.333332,,0.35,0.36,2026-03-21 20:33:21.728
1774125201946,1774125202016,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:21.946
1774125201978,1774125202041,btc-updown-15m-1774125000,Down,trade,0.35,27.19,,0.35,0.36,2026-03-21 20:33:21.978
1774125202276,1774125202348,btc-updown-15m-1774125000,Down,book,,,,0.35,0.36,2026-03-21 20:33:22.276
1774125202281,1774125202350,btc-updown-15m-1774125000,Down,book,,,,0.34,0.36,2026-03-21 20:33:22.281
1774125202284,1774125202353,btc-updown-15m-1774125000,Down,book,,,,0.34,0.36,2026-03-21 20:33:22.284
1774125202315,1774125202379,btc-updown-15m-1774125000,Down,trade,0.35,28.05,,0.34,0.36,2026-03-21 20:33:22.315
1774125202568,1774125202632,btc-updown-15m-1774125000,Down,book,,,,0.34,0.35,2026-03-21 20:33:22.568
